Node_ID,X,Y,Reward
152,31901.8184,86242.1847,55
153,32050.4236,86795.5363,30
154,32429.025,86946.6546,11
155,31496.5526,87119.1458,61
156,32399.5828,86040.2387,36
157,32399.0269,86184.6879,17
158,33994.5465,86970.0027,17
159,32516.5261,88091.9659,37
160,31959.0403,86129.9589,54
161,34094.5406,85971.9158,78
162,34670.3683,87244.1854,65
163,34025.3797,87758.3574,100
164,31262.6708,86771.0749,47
165,31312.9461,86171.0596,10
166,34225.9295,86615.2711,99
167,31481.8306,86684.9677,80
168,33637.8825,86916.6612,37
169,34162.0404,86475.5431,65
170,34500.9267,86855.0033,20
171,33255.6719,87320.8336,46
172,34360.6453,85521.6276,78
173,34932.8648,86713.6094,28
174,31427.6721,85200.7652,62
175,34749.2568,86443.044,92
176,32602.0793,87931.1267,25
177,34602.8626,85830.5284,28
178,31468.4979,86900.5282,31
179,33392.6155,87753.3462,40
180,31668.4909,86670.5278,14
181,34028.7133,87007.5043,27
182,33699.55,87047.776,92
183,34943.6904,85632.19,54
184,32520.9689,85863.5692,25
185,32946.2361,85401.8929,42
186,33257.0623,87752.7902,23
187,33416.5011,87258.3323,21
188,31217.9545,88390.57,70
189,33344.8364,87298.6109,18
190,34518.7046,86938.6179,24
191,33979.5426,85951.637,97
192,31553.4949,87160.2592,32
193,34450.9303,88022.8164,72
194,34569.2596,87140.0148,21
195,32316.8056,87101.3793,27
196,33354.833,86826.1004,23
197,34870.6418,87144.4583,20
198,33426.4967,86431.6473,34
199,31890.4283,87087.485,99
200,32050.1467,86544.9739,97
201,32225.4227,87793.0658,16
202,31155.1748,88009.9997,69
203,31990.9813,87290.5456,55
204,33795.9411,87271.6709,21
205,32800.4059,85653.5659,92
206,31923.4868,87981.1207,82
207,32892.6248,86846.6546,49
208,33836.4933,87055.2789,71
209,32204.8652,86303.5784,12
210,31026.292,87411.9237,62
211,32323.4726,86455.8062,98
212,31497.1141,85311.8787,28
213,34773.1456,86792.7781,100
214,33645.6604,86933.6061,58
215,34128.9845,86120.2531,33
216,32087.0889,87034.1526,66
217,31343.224,87845.5522,93
218,34809.2498,85974.1462,15
219,31541.5519,88236.3999,41
220,32549.8569,85869.9585,66
221,31472.3869,87941.389,92
222,34947.8646,86695.8311,83
223,34872.3085,87064.7329,85
224,32580.4117,87683.8974,69
225,31299.0599,87022.4721,33
226,31879.6012,85833.0041,69
227,32184.5875,87469.443,98
228,32302.6416,86008.5694,83
229,31351.8343,86328.8432,53
230,34856.753,87214.7389,22
231,34705.6458,87753.0869,17
232,33863.9887,86654.4357,69
233,33851.4972,87446.6759,93
234,31778.7658,86367.4655,23
235,34038.1553,86810.8323,17
236,34321.2066,86723.0533,63
237,34089.5427,86724.7189,72
238,34955.6392,87448.3558,63
239,31788.4902,88030.0078,19
240,31815.987,86412.4676,27
241,34276.2094,86929.4497,83
242,32682.3521,86097.4659,99
243,34666.1946,85790.5282,99
244,33653.158,86647.7659,71
245,34565.093,87226.6849,31
246,31748.7649,87531.9378,100
247,31181.5634,85877.1592,89
248,31693.493,88440.3006,85
249,32239.8647,88188.6341,46
250,33817.329,87210.2814,83
251,31037.6794,88023.3324,80
252,31465.1653,88254.4557,58
253,32480.1376,85718.8431,10
254,33340.1108,86630.2625,32
255,34757.0342,87972.8143,81
256,32682.075,85906.3494,87
257,31729.6006,86336.9078,73
258,32293.7536,85924.4006,51
259,31807.6532,87232.2094,80
260,31597.1074,85913.5566,99
261,33678.9937,86968.0519,72
262,30763.7991,88074.7222,20
263,31782.1003,87844.1695,29
264,32209.033,88094.1857,66
265,30921.8505,88200.5598,57
266,32156.5383,85643.5592,67
267,31090.7338,88228.0622,79
268,31540.1611,87515.5464,16
269,34083.7078,86428.3186,11
270,34807.3116,86772.7774,30
271,33914.5508,87576.6817,69
272,32579.0219,86070.5198,96
273,30485.7508,87806.6569,75
274,31235.7293,85722.7118,58
275,31878.2162,85449.6627,91
276,34777.3105,87673.0846,81
277,32913.7387,87992.518,62
278,31407.1125,85894.1078,19
279,31608.5002,85429.9374,98
280,34938.6964,87771.4177,35
281,33978.1533,86015.8052,96
282,33740.1099,87418.0611,37
283,33593.7158,86857.2146,88
284,33159.0078,87340.834,64
285,33254.8366,86883.0455,53
286,32485.1379,88069.4649,47
287,33642.8814,85867.4659,90
288,33065.4037,88251.1431,25
289,30382.9771,88238.3363,59
290,31164.6193,85909.3821,50
291,31757.9353,88089.7308,56
292,32282.6476,85236.6056,94
293,34660.9244,87694.4746,64
294,33981.7697,87033.3373,94
295,31434.8881,86423.2925,22
296,32175.9754,86823.5932,26
297,33879.266,85919.1356,35
298,32032.9338,85383.2732,86
299,33467.6085,87031.1058,63
300,32411.5266,86146.6313,84
301,33831.2152,87028.3338,23
302,33279.2796,86345.5327,43
303,33327.6113,86359.1446,75
304,32647.9085,86369.6957,78
305,31560.1632,88419.1872,68
306,34283.1488,86187.4777,92
307,31831.5453,85949.673,44
308,33759.8291,87183.3349,13
309,33168.4522,85557.4543,34
310,33800.381,86942.2201,26
311,32155.9811,85842.1747,91
312,33708.4442,87469.4504,69
313,32855.6806,86122.4682,26
314,32292.922,85692.1733,36
315,32146.8198,85073.8206,88
316,31048.7933,85304.9326,31
317,34755.0895,86955.2847,64
318,30683.8013,88149.1685,49
319,30694.3566,88164.7246,75
320,33821.4894,86718.6038,42
321,34299.2624,86698.0523,49
322,34668.9794,87309.4649,80
323,33690.1097,87889.1877,19
324,33035.3989,85822.7391,15
325,34802.032,87178.3489,54
326,32087.9265,87910.289,58
327,32456.8081,85189.6611,85
328,32817.9083,88054.1868,11
329,32294.5899,85477.4461,64
330,33813.1594,86994.4438,85
331,33913.1618,88080.5871,18
332,30706.3007,88106.1117,14
333,33728.4348,86731.6582,97
334,34102.0403,86009.9724,21
335,32428.1952,88376.4211,29
336,34174.8208,86843.6124,85
337,31713.7695,88296.9594,50
338,33174.0113,88107.5261,42
339,32018.4837,86080.791,61
340,31397.6664,86156.8937,14
341,32831.238,85763.5692,75
342,31310.1719,85712.9908,87
343,33849.5444,86660.5469,40
344,31320.4471,86004.387,45
345,31920.7064,86406.3574,35
346,33052.8992,85639.6783,74
347,32327.6432,85669.6732,48
348,30607.6926,88255.2828,38
349,32350.9732,87641.9503,24
350,34605.9254,86983.3417,34
351,30400.7542,88148.8893,76
352,34170.1005,87605.8559,86
353,32517.6361,87836.402,37
354,34484.2628,87949.7595,38
355,34028.1608,88170.0368,14
356,34326.2018,85507.7381,85
357,32639.2977,86149.6894,54
358,33131.7869,85473.0072,73
359,31763.4884,87710.5544,53
360,31511.0008,85653.5497,70
361,33802.3269,87053.6114,97
362,30452.1417,88241.948,82
363,31000.4595,87036.0774,26
364,33223.7275,87165.5521,47
365,33948.1614,87566.6824,38
366,33151.2286,86873.045,84
367,33711.7729,87101.1105,77
368,33462.8858,86961.382,76
369,31647.6648,85673.8302,90
370,32438.4696,86449.6961,49
371,31223.2313,85390.4889,27
372,34326.203,86161.3667,84
373,34232.3163,86123.5868,99
374,34173.7065,86323.5926,94
375,32491.5274,88391.4221,67
376,32264.8668,85784.1194,34
377,31492.1084,86364.9582,75
378,33782.8821,87018.6103,72
379,32915.1252,85599.9541,27
380,34713.4241,86487.7669,82
381,31120.455,85671.6002,70
382,31845.1569,85896.0607,82
383,34610.9183,85916.92,30
384,31276.2797,86241.8949,11
385,34249.2643,86820.5569,16
386,32828.1849,85174.9407,84
387,31128.5084,86129.388,19
388,31093.2339,87062.7469,53
389,31665.7132,86696.6394,78
390,34809.5319,87649.4725,37
391,34002.5979,85968.582,36
392,34183.1536,86793.6109,43
393,33940.9314,86457.2078,10
394,31475.7245,85465.7698,65
395,33344.8388,87789.4586,99
396,32635.4093,86034.4079,49
397,31716.8319,85372.1595,11
398,32318.194,86775.2598,20
399,31665.4439,85375.2147,90
400,34073.7075,86155.8093,25
401,30763.5213,88126.946,70
402,31667.6646,85656.3304,44
403,31414.6108,86067.7243,33
404,30414.3646,87597.7615,25
405,33922.8835,87617.2389,65
406,34928.9743,86973.8959,55
407,34977.586,86723.6099,64
408,34064.8206,85609.9619,52
409,32152.9207,87071.9319,29
410,32538.7448,86314.9712,94
411,33256.2293,87792.2362,81
412,33808.4373,87010.5552,93
413,31215.7325,85276.8769,74
414,32155.4284,85496.6116,23
415,32734.8509,86618.0364,70
416,32690.4114,88126.1339,31
417,32762.0721,86101.9112,68
418,31289.6182,88387.2373,34
419,31969.315,87202.4875,47
420,33415.6743,88216.6992,64
421,31891.2717,85145.4876,59
422,33645.6587,85912.4671,81
423,31039.9013,85847.435,95
424,32840.6848,87887.5145,82
425,34332.3178,86758.888,27
426,31433.4994,86956.9176,30
427,33990.6543,85905.8026,58
428,32056.5386,87874.1765,63
429,34792.5827,85909.9775,49
430,31044.6244,85537.4334,96
431,34626.7509,85790.2497,46
432,32796.2413,85183.8297,14
433,31251.8384,86645.516,81
434,31168.2301,88064.1685,33
435,34803.1445,86876.9481,44
436,31563.7726,87076.6462,83
437,31419.3334,87005.2519,66
438,33378.7278,87885.5735,15
439,34581.4814,86972.508,14
440,34803.1447,86832.502,21
441,34255.3741,86688.0519,48
442,32804.849,86594.1473,60
443,31049.0678,86618.2881,28
444,32695.4075,86050.2424,38
445,34368.4295,86908.616,50
446,34246.2043,85493.2927,51
447,32078.2004,86891.9272,45
448,32459.8585,87593.8938,54
449,33145.6725,86405.8112,26
450,32480.6909,86409.9732,92
451,33579.2812,88141.6964,41
452,30483.2523,88293.0616,35
453,33642.0484,86855.8264,82
454,34642.5913,87140.5702,51
455,34784.2544,87393.9114,47
456,32489.5795,86351.6385,54
457,31032.1259,85411.0442,35
458,31440.7208,86303.2883,62
459,32248.752,87235.5483,52
460,33018.1788,85350.2251,32
461,34019.82,86550.5453,29
462,34918.1431,86681.3861,33
463,31301.8391,85625.2128,20
464,33644.2735,87092.4982,75
465,34536.7602,87485.3028,37
466,34769.8032,85694.4152,63
467,32450.4141,86261.0799,63
468,32149.3111,87523.0557,41
469,33945.1067,87503.3467,78
470,31978.7603,86430.8032,70
471,34661.4801,86582.7701,67
472,32109.59,86352.1904,47
473,33355.1117,87006.3823,95
474,34873.6901,85590.2443,88
475,34799.81,87677.251,45
476,32600.1325,86017.1849,16
477,30406.5868,87683.5974,76
478,34785.9209,87528.637,85
479,31862.3735,86842.7575,93
480,32437.0805,86598.0337,60
481,33161.2303,85538.8426,24
482,32648.1893,87883.3475,78
483,34086.2088,85461.9021,13
484,32243.2014,85709.673,73
485,31984.5929,86578.5856,58
486,32341.536,85021.5983,49
487,32997.8999,85826.9056,85
488,33422.6123,85555.2333,44
489,32086.5336,86829.9816,75
490,31594.6038,87408.8776,45
491,33529.272,86826.3796,78
492,31301.2839,88364.4588,66
493,30462.4189,88168.89,62
494,34033.9868,86587.2134,24
495,33801.2187,87663.3483,23
496,33613.1598,86836.6589,56
497,34563.4272,87842.2568,63
498,31714.5996,87411.3791,89
499,32989.8462,85288.5564,30
500,34059.8191,86433.8744,52
501,31403.4993,86206.6178,32
502,32537.0789,85974.6831,13
503,31342.6719,88407.7946,21
504,33730.9382,85433.8442,64
505,31817.9315,86311.075,73
506,34296.2028,85493.293,44
507,31788.4881,87727.2221,67
508,34088.4356,88012.2546,46
509,33618.4371,86801.6582,81
510,32006.8132,86966.928,50
511,33998.7084,86245.256,81
512,31083.2326,86106.8864,52
513,31406.8339,86484.1273,96
514,33148.45,86289.4192,72
515,32911.2351,86607.4817,100
516,34014.5436,86746.9414,10
517,33660.1033,86812.7702,11
518,31556.5503,86823.3063,65
519,31876.2633,86272.7411,76
520,32207.3646,87437.4979,14
521,34268.426,85556.9057,84
522,32868.1857,88305.0321,74
523,31032.9572,85863.8242,30
524,30888.5182,88270.2846,56
525,31296.5591,87735.549,56
526,34453.428,86928.0617,45
527,31637.1028,86741.9175,48
528,31877.0975,88321.4089,48
529,33516.4976,87146.664,68
530,32631.2445,87779.4559,21
531,34893.6969,87082.5113,27
532,34872.5886,86643.0512,76
533,32785.1305,85173.8293,25
534,33204.2828,86958.3248,54
535,33957.043,85932.4698,50
536,32128.7646,85176.8793,92
537,31664.6032,86171.3444,69
538,33750.9408,87218.0576,88
539,32721.7975,85507.7283,86
540,34259.8189,86753.3322,24
541,32563.7458,85781.0675,72
542,33643.7155,85785.7971,74
543,32573.4666,86013.2956,33
544,34115.9328,86863.6124,68
545,31279.6149,85993.5526,71
546,31336.8355,87425.8186,57
547,33320.1178,87902.7962,81
548,33649.275,87208.0559,25
549,31722.9352,86118.2882,48
550,31582.6597,87583.6039,34
551,31994.872,86201.0733,74
552,33457.6125,85320.7827,13
553,31007.9621,85211.5985,56
554,34528.6985,86253.3163,79
555,34354.2597,86436.6533,57
556,33926.2095,86508.3205,47
557,33620.6611,86971.3844,62
558,31577.1053,87130.8145,16
559,34670.9245,86843.6136,12
560,31829.5972,86617.7517,32
561,31779.5997,87760.0006,79
562,33325.9456,86936.1027,23
563,34703.4244,86550.5468,22
564,33960.937,87880.5817,56
565,30246.0361,87700.8193,23
566,34701.7558,86375.8201,73
567,34115.6568,87010.8391,34
568,34277.32,87828.6423,85
569,33060.3978,85933.0202,73
570,31074.8994,86166.3325,81
571,31406.562,85137.1526,59
572,34226.488,87621.4133,96
573,31402.3886,87331.3723,61
574,34453.1528,88061.4285,75
575,32284.0304,88277.2492,82
576,32527.9114,87286.3861,32
577,34142.3235,87988.6438,94
578,31643.7745,85808.277,48
579,32743.466,88269.196,23
580,34060.6545,86767.498,36
581,34534.8088,85993.5881,10
582,34787.8665,86954.729,87
583,32239.3139,85526.0578,90
584,31181.5628,88051.6681,90
585,32286.5322,85848.8433,10
586,33231.2267,85867.1859,49
587,31357.3901,86374.9559,59
588,31594.0492,87134.7038,69
589,33343.9995,86438.0357,91
590,32443.1913,87215.5502,36
591,34855.6441,86750.8323,78
592,32270.7034,85275.7733,37
593,34562.8707,87415.3011,69
594,33892.6003,86757.773,52
595,33577.8825,86831.1027,25
596,32625.687,86673.0373,48
597,34882.3042,85815.8081,41
598,32184.0315,86580.2533,81
599,34880.0865,86969.7293,42
600,32340.1384,87203.882,64
601,31351.284,85342.1559,62
602,31632.383,88336.6833,44
603,31360.7243,86469.6811,39
604,33167.3398,87067.2163,39
605,34485.3675,86380.2634,39
606,31913.485,86211.9059,31
607,31666.5482,86073.2852,11
608,34038.1528,86453.3194,74
609,34424.534,86262.204,34
610,33447.0522,86231.6421,23
611,30354.6444,88130.2777,18
612,34543.1495,87708.9202,28
613,32239.3069,86748.5917,79
614,31156.5648,85731.3225,79
615,34242.3167,86278.5909,73
616,33959.5437,86690.5497,60
617,32793.1828,86673.316,41
618,32259.5879,87900.2914,77
619,34639.258,87191.6834,56
620,33868.4403,87266.395,90
621,32892.3461,86153.3028,54
622,31572.9379,87426.0999,88
623,32194.0325,86244.6876,15
624,34537.0358,86534.7122,23
625,31911.8267,85148.8211,14
626,32025.9839,87876.9538,19
627,34327.0425,87926.4233,18
628,31082.6803,85372.9886,85
629,31937.3732,88302.2428,57
630,34332.3165,86560.269,51
631,34890.363,87538.6362,55
632,33838.7195,87422.5084,55
633,33824.5436,86478.3185,48
634,34724.25,85972.4787,44
635,32636.2421,86326.639,86
636,32222.3733,85005.2077,31
637,33988.4309,86420.2624,94
638,32269.8632,86357.1916,77
639,34201.2061,85729.4102,93
640,34200.9283,86296.9248,70
641,34827.3088,87435.0232,70
642,34055.9299,86183.5878,13
643,33259.0053,87340.2786,17
644,33827.8839,87740.0186,11
645,32834.5732,85229.6647,80
646,34312.317,86598.6038,59
647,33774.2717,87058.8886,22
648,34704.5355,86618.8826,95
649,34311.759,86167.4777,56
650,34234.2615,86343.038,57
651,32523.1895,86701.3707,52
652,33297.6123,86352.7553,82
653,31604.3267,86612.7469,95
654,31271.281,86094.6672,71
655,30506.8623,88233.8925,79
656,31782.3793,88455.5805,13
657,34034.5413,86145.2534,31
658,30670.4684,88158.0576,84
659,30622.6917,87911.9384,35
660,32644.8557,87851.6801,24
661,34890.9191,87663.6385,99
662,32886.2364,85811.6265,37
663,34397.8666,85577.4627,93
664,33831.2185,87277.5053,89
665,32386.8067,87898.0699,64
666,33130.6772,87846.9594,67
667,32126.2648,85072.1536,50
668,34297.8726,86556.1022,47
669,31786.5442,86164.1245,25
670,31504.8862,88247.2334,35
671,32705.4074,86002.1854,77
672,30326.5894,87531.0923,34
673,34033.4314,86616.659,72
674,32835.9607,85586.0643,20
675,33901.7737,87551.9582,27
676,31060.7351,87127.4705,90
677,34156.2063,85951.0823,96
678,32979.8441,86033.578,81
679,33587.0574,87984.4675,30
680,32619.0212,85948.5721,84
681,34102.5972,85534.4042,74
682,32937.0672,86109.1353,14
683,33945.0988,85918.0249,98
684,31282.6718,85825.4924,72
685,33679.5499,87030.5532,30
686,34862.8637,87537.5253,96
687,34826.7543,87763.3635,17
688,34905.3627,87383.0768,91
689,31299.063,85344.3778,44
690,31402.6711,85414.3794,53
691,34190.3727,85456.9026,66
692,31640.1603,88259.4569,46
693,30815.4643,88158.0583,29
694,32378.4735,85862.7339,10
695,33372.8885,86920.8249,83
696,32468.1977,85079.1016,35
697,34872.3079,87559.4701,61
698,34811.4763,87618.6386,19
699,34789.5323,87616.6944,29
700,32121.2569,87566.6681,79
701,32028.7593,88328.3577,58
702,34318.148,86240.2573,41
703,34690.9189,86124.7038,84
704,32016.5399,87958.3444,58
705,33370.9509,87992.2442,45
706,34272.8716,86284.147,34
707,30497.9733,88170.0013,98
708,34232.3159,85531.0715,87
709,31657.6665,85269.1013,36
710,34725.0896,87072.7895,93
711,34389.818,86911.6719,52
712,31336.5577,87185.5331,68
713,34990.6391,87153.3469,33
714,34752.03,86162.2051,39
715,32129.589,86485.8058,16
716,31409.8926,85467.4358,91
717,33582.6044,86805.5466,37
718,33040.9578,88020.2983,80
719,34969.2501,87371.1316,13
720,32581.2455,85749.1225,16
721,33563.9929,86654.7094,11
722,34347.5966,87765.0308,16
723,32711.7957,86389.1412,70
724,30412.9759,87436.9228,58
725,31758.22,85469.3844,27
726,33833.4346,86801.3841,40
727,32168.7554,88282.5251,93
728,31257.1162,87708.6035,14
729,34281.4815,85673.2979,77
730,32846.7953,85209.942,99
731,33500.9433,87248.61,46
732,32150.4229,88177.7985,64
733,34067.0409,86133.031,92
734,33688.7161,86998.0528,76
735,32787.6312,88028.9075,56
736,32604.3008,85593.2854,70
737,31329.6135,86648.8515,92
738,32583.1897,87736.6769,10
739,33907.5992,86615.2685,46
740,31985.9821,86490.5275,19
741,33572.8815,86601.0971,39
742,32879.0138,86660.8162,25
743,31297.6707,87087.7517,41
744,34544.5376,86996.398,56
745,34250.6539,86886.1147,74
746,34322.8691,85642.7418,93
747,31581.551,88300.0143,74
748,31783.4963,85555.7751,31
749,31116.0136,85273.8214,56
750,33324.5569,86982.2148,71
751,31840.7077,87545.2737,61
752,31167.3956,86142.7226,39
753,33308.7247,87075.2724,29
754,33767.8777,85936.3575,34
755,33088.4533,87147.496,22
756,31965.7145,85214.9343,57
757,31716.5455,86263.8492,65
758,31542.6623,86986.0877,42
759,33619.8253,86706.6559,16
760,34430.6492,86705.2748,55
761,31468.2243,85562.9929,74
762,32040.428,86031.6227,30
763,34520.0868,86000.2548,53
764,34171.7623,85789.9672,18
765,31035.7372,85393.2663,81
766,30515.7499,87917.4931,11
767,31932.6508,86294.1315,64
768,30399.6424,87776.1001,17
769,31024.9032,87454.7029,86
770,32186.5341,86040.5135,99
771,34862.3089,87728.64,64
772,32057.094,87814.1751,38
773,33880.0984,86009.9711,88
774,31492.9456,85695.7718,18
775,30461.0293,87799.1566,48
776,34743.6938,85920.5331,10
777,34367.313,86167.4786,12
778,32439.0296,85364.1111,54
779,34538.7047,87283.3533,14
780,30836.8527,88184.4479,30
781,33577.8859,87148.8871,59
782,33203.4492,86861.656,85
783,31542.384,86714.97,46
784,31844.6003,85961.0623,28
785,33817.8858,87325.2837,56
786,31166.8422,87526.3747,70
787,32298.4737,87540.2797,98
788,34176.7623,86401.929,60
789,32154.875,85094.3768,51
790,33380.952,88141.6955,80
791,31606.8274,87895.5565,31
792,34286.204,86127.7542,70
793,31830.9858,87093.8737,32
794,34363.7045,86510.2669,18
795,33669.5503,87045.831,97
796,31917.9315,86005.509,98
797,31379.8894,87428.3194,21
798,33136.5136,88297.5341,62
799,34785.9237,86536.1023,62
800,34851.4782,86572.2154,56
801,31493.7742,87374.4308,87
802,31507.107,87388.3203,42
803,33496.7771,85541.0666,37
804,31813.4871,86463.5805,80
805,32077.0977,85522.1667,46
806,30370.477,87610.8172,95
807,32099.5897,87367.4944,79
808,33563.4478,88081.4159,40
809,31634.0496,88313.3487,28
810,32527.0818,88335.8644,54
811,33048.7315,86759.4307,73
812,32951.7897,86645.2607,10
813,33537.3284,86940.5491,34
814,32077.9224,86993.5961,55
815,32241.5312,88271.693,39
816,34036.4859,86004.4163,20
817,32512.0848,85090.769,44
818,31825.4369,85778.5574,37
819,31734.8782,86394.688,48
820,32550.9698,88106.9665,27
821,32825.1282,85444.1158,65
822,34628.425,86880.2819,14
823,33333.723,86916.6579,15
824,34472.0365,86569.7136,14
825,33957.3201,86039.4168,27
826,32933.7338,86345.8083,30
827,33748.1576,86808.6048,40
828,33869.8295,88102.8093,96
829,34118.708,85622.1846,45
830,34597.3145,87014.4541,69
831,31971.2682,85524.6654,36
832,32060.9803,86365.2461,67
833,34142.3179,86289.4244,87
834,33769.2744,87241.114,60
835,32362.6393,86101.9068,51
836,32399.3049,86106.9075,94
837,32289.8616,87052.4889,61
838,31578.494,86848.0298,66
839,33670.9369,86856.1047,47
840,34935.0847,87140.2912,44
841,32093.758,88163.0745,43
842,34254.8193,86784.7222,95
843,32060.1458,86701.3673,59
844,34088.7087,86617.2148,90
845,34541.4827,87653.6408,88
846,34147.0397,86130.5312,10
847,31064.6228,88025.555,33
848,32670.9636,86717.4832,82
849,34698.7016,86956.9515,42
850,32250.4214,87949.7371,64
851,32112.9257,87988.0691,89
852,31315.4506,85454.1013,15
853,34596.2032,87428.3569,54
854,33959.8211,86639.4367,20
855,31987.9272,88336.6906,85
856,30732.1333,88100.2784,28
857,34388.7033,86424.7085,66
858,32811.7961,85244.665,66
859,32579.8554,85984.1283,82
860,32469.3027,86161.9103,67
861,31552.9426,85867.7211,35
862,33359.2769,86737.2095,45
863,33980.6587,87818.358,94
864,34205.0965,86641.1053,41
865,32839.8507,87736.3992,20
866,31335.1716,85605.2133,64
867,33545.3906,87801.4047,62
868,32008.2068,87901.9541,53
869,34757.3106,87559.749,81
870,34351.4856,87784.198,34
871,34347.3191,87806.9762,24
872,34203.9842,86384.7062,49
873,32556.5221,86319.1382,72
874,34279.2641,86855.5582,64
875,34131.4864,86681.9397,76
876,33533.9939,86799.1568,79
877,30317.9784,87706.3754,22
878,32546.2457,87677.5082,56
879,33191.7822,86299.4197,66
880,33454.8324,87153.6081,23
881,34918.6975,86855.8363,25
882,34478.1502,86995.0091,48
883,32897.6272,87764.7333,38
884,33715.1058,87076.1101,70
